F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-3.274180926382541656e-11,-3.819877747446298599e-11,-2.091837814077734947e-11,-3.456079866737127304e-11,-4.638422979041934013e-11,-5.820766091346740723e-11,-3.001332515850663185e-11,-3.001332515850663185e-11,9.446745872497558594e+00,-1.032640218734741211e+00,-4.207052886486053467e-01,2.510000000000000000e+02
-4.478077129252596933e+00,-7.953219442912086379e+00,5.044829586597188609e+00,8.476985096990574675e+00,7.310409926102693134e+00,3.690724094405595679e+00,4.743951723445206881e+00,6.917353298667876516e-01,9.446745872497558594e+00,-1.032640218734741211e+00,-4.207052886486053467e-01,2.520000000000000000e+02
-9.367742475228624244e+00,-1.403071497825021652e+01,7.140650996981094067e+00,1.251042354254695965e+01,8.107400366182446305e+00,1.479669961854597204e+00,6.806109362119968864e+00,1.190026936148569803e+00,9.446745872497558594e+00,-1.032640218734741211e+00,-4.207052886486053467e-01,2.530000000000000000e+02
-1.482711321533497539e+01,-1.789804994930818793e+01,5.197008255798209575e+00,1.140242988593308837e+01,9.645651102991905645e-01,-7.384548895968691795e+00,5.447341570239586872e+00,1.145898858643704443e+00,9.446745872497558594e+00,-1.032640218734741211e+00,-4.207052886486053467e-01,2.540000000000000000e+02
-2.077637685337140283e+01,-2.088559795274159114e+01,5.110953788580445689e-01,8.451436338067651377e+00,-1.000511352943613019e+01,-1.838658264975310885e+01,2.114911066857530386e+00,2.188036502311661025e-01,9.446745872497558594e+00,-1.032640218734741211e+00,-4.207052886486053467e-01,2.550000000000000000e+02
-2.712654025135725533e+01,-2.467463934529769176e+01,-4.300137426614128344e+00,7.697730104268885043e+00,-1.932514392451412277e+01,-2.645926640575999045e+01,-1.069436040343134664e+00,-1.523489266613978543e+00,9.446745872497558594e+00,-1.032640218734741211e+00,-4.207052886486053467e-01,2.560000000000000000e+02
-3.390709129262995702e+01,-2.985614785209327238e+01,-7.047834679095103638e+00,1.048992390262537810e+01,-2.459313259480131819e+01,-3.051115929464504006e+01,-3.026405063013044128e+00,-3.399853284106939100e+00,9.446745872497558594e+00,-1.032640218734741211e+00,-4.207052886486053467e-01,2.570000000000000000e+02
-4.111604541522956424e+01,-3.565218321948486846e+01,-7.146441566414978297e+00,1.502234719334319379e+01,-2.719385337948097003e+01,-3.341202918534327182e+01,-4.131468400549238140e+00,-4.427793404721342085e+00,9.446745872497558594e+00,-1.032640218734741211e+00,-4.207052886486053467e-01,2.580000000000000000e+02
-4.845491896062048909e+01,-4.083462644478549919e+01,-5.570356650216126582e+00,1.877402308957152854e+01,-2.954044652390621195e+01,-3.814914779610808182e+01,-5.247029978918362758e+00,-3.976807764018303715e+00,9.446745872497558594e+00,-1.032640218734741211e+00,-4.207052886486053467e-01,2.590000000000000000e+02
-5.529222034888334747e+01,-4.478511754370538256e+01,-3.882255735352373449e+00,2.100318269350100309e+01,-3.239541309711876238e+01,-4.467276703581592301e+01,-6.586451914109602512e+00,-2.250065921526584134e+00,9.484992027282714844e+00,-1.070886254310607910e+00,-3.824593424797058105e-01,2.600000000000000000e+02
