F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-2.819433575496077538e-11,-3.547029336914420128e-11,-3.547029336914420128e-11,-3.183231456205248833e-11,-2.819433575496077538e-11,-4.183675628155469894e-11,-3.547029336914420128e-11,-3.547029336914420128e-11,9.484992027282714844e+00,-1.032640218734741211e+00,-4.589512646198272705e-01,2.260000000000000000e+02
-5.395213595176755916e+00,-6.349578592372381536e+00,3.784966913515745546e+00,6.920520899207076582e+00,4.986485049818838888e+00,1.757824985365004977e+00,2.289342733311968914e+00,3.058919541142131493e+00,9.484992027282714844e+00,-1.032640218734741211e+00,-4.589512646198272705e-01,2.270000000000000000e+02
-1.132677315661749162e+01,-1.248675132787047914e+01,5.616053504162664467e+00,1.131335079123437026e+01,5.332175481798003602e+00,-1.668739767934312113e+00,3.422546122154926707e+00,5.333313221984099073e+00,9.484992027282714844e+00,-1.032640218734741211e+00,-4.589512646198272705e-01,2.280000000000000000e+02
-1.769977903482049442e+01,-1.812072316391368076e+01,5.005697239806977450e+00,1.309326113268161862e+01,2.354836320982940379e-01,-1.041330196493618132e+01,3.294844464838206477e+00,6.736365051041502738e+00,9.484992027282714844e+00,-1.032640218734741211e+00,-4.589512646198272705e-01,2.290000000000000000e+02
-2.383215816418942268e+01,-2.296558992271184252e+01,3.058581158091328689e+00,1.444144344685355463e+01,-7.167672259140999813e+00,-1.978207642755660345e+01,2.759802064101677388e+00,7.705264329521924083e+00,9.484992027282714844e+00,-1.032640218734741211e+00,-4.589512646198272705e-01,2.300000000000000000e+02
-2.914622477578450344e+01,-2.698425530219356006e+01,1.238816414900611562e+00,1.723730704385980061e+01,-1.332756943898311874e+01,-2.539707414535951102e+01,2.531220965719512606e+00,8.301652491581990034e+00,9.484992027282714844e+00,-1.032640218734741211e+00,-4.589512646198272705e-01,2.310000000000000000e+02
-3.379545675419831241e+01,-3.056797005786484078e+01,4.661716570990392938e-02,2.092796883438404620e+01,-1.768786036761594005e+01,-2.773329455082239292e+01,2.346602812277524208e+00,7.660992563943182176e+00,9.484992027282714844e+00,-1.032640218734741211e+00,-4.589512646198272705e-01,2.320000000000000000e+02
-3.859061485181700846e+01,-3.438666860612011078e+01,-1.179986680885122041e+00,2.315625211373480852e+01,-2.266241204544894572e+01,-3.137173967651870043e+01,1.340706738405060605e+00,4.608146763851436845e+00,9.523238182067871094e+00,-1.070886254310607910e+00,-4.207052886486053467e-01,2.330000000000000000e+02
-4.431723158085696923e+01,-3.891250951347592490e+01,-3.330790603041350550e+00,2.248194281872838474e+01,-3.059810512901367474e+01,-3.999552957694686484e+01,-8.015323380950576393e-01,-9.900695856194943190e-01,9.523238182067871094e+00,-1.070886254310607910e+00,-4.207052886486053467e-01,2.340000000000000000e+02
-5.111429508362380147e+01,-4.396867677416594233e+01,-6.524383644905356050e+00,2.027664419516804628e+01,-4.110914114955539844e+01,-5.249601108444221609e+01,-3.233662320919393096e+00,-7.488040823662231560e+00,9.523238182067871094e+00,-1.070886254310607910e+00,-4.207052886486053467e-01,2.350000000000000000e+02
