F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-8.185452315956354141e-12,-3.547029336914420128e-11,-2.182787284255027771e-11,-5.093170329928398132e-11,-3.547029336914420128e-11,-7.457856554538011551e-11,-3.547029336914420128e-11,-2.728484105318784714e-11,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.260000000000000000e+02
-9.948866308187461982e+00,-1.270381039353742381e+01,-5.436370529661871842e+00,-1.499925571968560689e+00,-1.021369871206024982e+01,-1.116838677562554949e+01,-5.434668631664862914e+00,-8.768140281430532923e+00,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.270000000000000000e+02
-1.986196997974457190e+01,-2.527160072621245490e+01,-1.054232905134631437e+01,-1.900173853620799491e+00,-1.981507290961781109e+01,-1.641041785485504079e+01,-1.094983274642072502e+01,-1.564424335521107423e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.280000000000000000e+02
-2.984459261512802186e+01,-3.719382533522821177e+01,-1.509569729326176457e+01,-4.819072646714630537e-01,-2.853658244275629841e+01,-1.433007764888134261e+01,-1.562299483148126455e+01,-1.990421959354534920e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.290000000000000000e+02
-4.011186924254252517e+01,-4.776199020833064424e+01,-1.901840300688127172e+01,2.911960254175937735e+00,-3.651013119471463142e+01,-8.318895278225681977e+00,-1.770883313876947796e+01,-2.216470557741104130e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.300000000000000000e+02
-5.076259794906945899e+01,-5.665739018339718314e+01,-2.232519963397862739e+01,7.948545557166653452e+00,-4.397442879327991250e+01,-2.685411820806621108e+00,-1.597255978305838653e+01,-2.352915389938152657e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.310000000000000000e+02
-6.153610113277409255e+01,-6.427160979734890134e+01,-2.503020698185900983e+01,1.405096073960885406e+01,-5.088219231021412270e+01,1.189239040566462791e+00,-1.097095272657224996e+01,-2.461959684152770933e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.320000000000000000e+02
-7.179134952263120795e+01,-7.133778885488754895e+01,-2.708897658064324787e+01,2.065005425230992842e+01,-5.678345720756351511e+01,5.052696603102958761e+00,-5.062101621821057051e+00,-2.538991293892468093e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.330000000000000000e+02
-8.079512375784361211e+01,-7.823016003324573830e+01,-2.841043550050108024e+01,2.732087536974177056e+01,-6.113988807842542883e+01,1.087965246397652663e+01,-1.042956261329891277e+00,-2.572291607429269789e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.340000000000000000e+02
-8.815793924233730650e+01,-8.468367236695212341e+01,-2.891255361102957977e+01,3.379403891770016344e+01,-6.383437604879054561e+01,1.845521324649598682e+01,-4.582683279295451939e-01,-2.598289048109745636e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.350000000000000000e+02
-9.410432115412004350e+01,-9.021439680368530389e+01,-2.858570704820067476e+01,3.991515259276638972e+01,-6.542414986804942600e+01,2.587726588152872864e+01,-2.775182673768540553e+00,-2.682511291966784484e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.360000000000000000e+02
-9.936185067615770095e+01,-9.476260086391903315e+01,-2.754069073048503924e+01,4.565389021084865817e+01,-6.684938210274958692e+01,3.186465734814555617e+01,-5.833078264051437145e+00,-2.844491028877382632e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.370000000000000000e+02
-1.047327631535363253e+02,-9.887925126760092098e+01,-2.601450178500726906e+01,5.119699198581020028e+01,-6.877512224981546751e+01,3.698821375817533408e+01,-7.102324532856982842e+00,-3.010138817030110658e+01,9.446745872497558594e+00,-1.147378087043762207e+00,-2.294756323099136353e-01,2.380000000000000000e+02
-1.106498738111304192e+02,-1.033037837529054741e+02,-2.431511521833999723e+01,5.700906476894942898e+01,-7.112684322314453311e+01,4.261843859688269731e+01,-4.987022043716933695e+00,-3.050595088129375654e+01,9.446745872497558594e+00,-1.185624003410339355e+00,-2.677215635776519775e-01,2.390000000000000000e+02
-1.170144248524848081e+02,-1.084072660609235754e+02,-2.271363476073565835e+01,6.368890933807961119e+01,-7.323685193203255039e+01,4.917131224059994565e+01,4.227582311959849903e-01,-2.877911373784490934e+01,9.446745872497558594e+00,-1.185624003410339355e+00,-2.677215635776519775e-01,2.400000000000000000e+02
