F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-5.820766091346740723e-11,-6.002665031701326370e-11,-5.547917680814862251e-11,-6.457412382587790489e-11,-4.547473508864641190e-11,-6.548361852765083313e-11,-5.456968210637569427e-11,-4.547473508864641190e-11,9.408499717712402344e+00,-5.736890435218811035e-01,1.147378161549568176e-01,2.270000000000000000e+02
-1.563745720563929353e+01,-4.556699839738939772e+00,1.111103408854705776e+01,5.487932209412065276e+00,2.393925934828075697e+00,1.849950286858074833e+00,1.113719755605779937e+01,3.789520578211522661e-01,9.408499717712402344e+00,-5.736890435218811035e-01,1.147378161549568176e-01,2.280000000000000000e+02
-3.146775124764644715e+01,-1.375808875498569250e+01,1.273294476856699475e+01,4.346945041079379735e+00,-1.413059781054471387e+00,-4.603245385593254468e+00,1.472746406623446092e+01,-1.735051873567499570e+00,9.408499717712402344e+00,-5.736890435218811035e-01,1.147378161549568176e-01,2.290000000000000000e+02
-4.787236113976177876e+01,-2.833519241312933445e+01,3.610908180843580340e+00,-4.350869359911484935e+00,-1.230874600625065796e+01,-2.028932339119819517e+01,9.714629271940793842e+00,-6.789052583331795176e+00,9.408499717712402344e+00,-5.736890435218811035e-01,1.147378161549568176e-01,2.300000000000000000e+02
-6.514278223171095306e+01,-4.493536141284494079e+01,-8.969289279520126001e+00,-1.575657408028655482e+01,-2.575004789804370375e+01,-3.863681275109593116e+01,1.705560589400192839e+00,-1.320216515296306170e+01,9.408499717712402344e+00,-5.736890435218811035e-01,1.147378161549568176e-01,2.310000000000000000e+02
-8.294278619320721191e+01,-5.961499077205826325e+01,-1.662299054670893383e+01,-2.450725234544825071e+01,-3.659981079437056906e+01,-5.241389075323968427e+01,-2.950935603079415159e+00,-1.924256972426337597e+01,9.408499717712402344e+00,-5.736890435218811035e-01,1.147378161549568176e-01,2.320000000000000000e+02
-1.002117354124220583e+02,-7.133926784721734293e+01,-1.730724815851499443e+01,-2.966837695617959980e+01,-4.372309486241829291e+01,-6.031742303358078061e+01,-2.908617115866945824e+00,-2.462928010681935120e+01,9.408499717712402344e+00,-5.736890435218811035e-01,1.147378161549568176e-01,2.330000000000000000e+02
-1.158614911999447941e+02,-8.216645000986954983e+01,-1.573855300040941074e+01,-3.450721569385314069e+01,-4.991055190836868860e+01,-6.694384551631083013e+01,-1.881574089597052080e+00,-3.021939579708487145e+01,9.408499717712402344e+00,-5.736890435218811035e-01,1.147378161549568176e-01,2.340000000000000000e+02
-1.297414001022934826e+02,-9.443559205922792898e+01,-1.746317368872132647e+01,-4.203999608464073390e+01,-5.797590572728131519e+01,-7.705223657505848678e+01,-3.798824336432517157e+00,-3.641038851203393278e+01,9.408499717712402344e+00,-5.736890435218811035e-01,1.147378161549568176e-01,2.350000000000000000e+02
-1.429264734359985596e+02,-1.082092915440816796e+02,-2.340202903654972033e+01,-5.157165414238079393e+01,-6.767203971618619107e+01,-9.067884171237528790e+01,-8.670155101260206720e+00,-4.231473221000305784e+01,9.484992027282714844e+00,-5.354431271553039551e-01,7.649187743663787842e-02,2.360000000000000000e+02
-1.569265537902174401e+02,-1.215047801434129724e+02,-3.012588235787006852e+01,-5.977251244955004950e+01,-7.652612841366135399e+01,-1.039275064378271054e+02,-1.324582818771068560e+01,-4.670431734061185125e+01,9.484992027282714844e+00,-5.354431271553039551e-01,7.649187743663787842e-02,2.370000000000000000e+02
