F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-4.456524038687348366e-11,-5.275069270282983780e-11,-5.729816621169447899e-11,-4.911271389573812485e-11,-4.729372449219226837e-11,-6.912159733474254608e-11,-4.547473508864641190e-11,-2.273736754432320595e-11,9.370253562927246094e+00,-3.059675097465515137e-01,1.147378161549568176e-01,2.020000000000000000e+02
-1.719858302679949702e+01,-2.465646506573557417e+01,-1.366315419993225078e+01,-1.041496193744023913e+00,-3.447394400963275984e+00,1.284678056807933899e+01,-1.108204391223989660e+01,-1.843782462539365952e+01,9.370253562927246094e+00,-3.059675097465515137e-01,1.147378161549568176e-01,2.030000000000000000e+02
-3.262576656146484311e+01,-4.394235994974951609e+01,-2.301035482217594108e+01,-3.881901829883645405e+00,-1.345441096586637286e+01,1.642375852465193020e+01,-1.943504660297094233e+01,-3.234311246308789123e+01,9.370253562927246094e+00,-3.059675097465515137e-01,1.147378161549568176e-01,2.040000000000000000e+02
-4.588616777339302644e+01,-5.714247178405275918e+01,-2.727171031110719923e+01,-8.543561955806580954e+00,-3.078049157896657562e+01,9.320231609093752922e+00,-2.477232482786348555e+01,-4.115429283069170197e+01,9.370253562927246094e+00,-3.059675097465515137e-01,1.147378161549568176e-01,2.050000000000000000e+02
-5.805982969579054043e+01,-6.819881694970263197e+01,-2.949141470829999889e+01,-1.325084218919619161e+01,-5.024268635970565811e+01,-1.546999573303764919e+00,-2.936948037649472099e+01,-4.833905063828478887e+01,9.370253562927246094e+00,-3.059675097465515137e-01,1.147378161549568176e-01,2.060000000000000000e+02
-7.052745485528612335e+01,-8.134339925480162492e+01,-3.348366406117111183e+01,-1.615004586073337123e+01,-6.603352279690716387e+01,-7.872820565122310654e+00,-3.586670585093543195e+01,-5.773018814399620169e+01,9.370253562927246094e+00,-3.059675097465515137e-01,1.147378161549568176e-01,2.070000000000000000e+02
-8.374365187804687594e+01,-9.709786632138275309e+01,-4.057345965299828094e+01,-1.704257443656933901e+01,-7.689882084275996021e+01,-7.263863327263607061e+00,-4.496739720227651560e+01,-7.003427348181503476e+01,9.370253562927246094e+00,-3.059675097465515137e-01,1.147378161549568176e-01,2.080000000000000000e+02
-9.714375919247231650e+01,-1.126047888637167489e+02,-4.909901351668031566e+01,-1.746411512366830721e+01,-8.622565369390304113e+01,-4.133148342069034697e+00,-5.511948051388390013e+01,-8.282063833943720965e+01,9.484992027282714844e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.090000000000000000e+02
-1.101391458946445709e+02,-1.253951469649227874e+02,-5.666635095391484356e+01,-1.913024307095565746e+01,-9.771033922565220564e+01,-4.272348418264300562e+00,-6.412675611222857697e+01,-9.336652005601445126e+01,9.484992027282714844e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.100000000000000000e+02
-1.230375321307064951e+02,-1.361881846136930108e+02,-6.255822412009365507e+01,-2.232347939956162008e+01,-1.115937370870351515e+02,-9.152181106699572410e+00,-7.088264978527877247e+01,-1.010012247257045601e+02,9.484992027282714844e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.110000000000000000e+02
-1.368643483615360310e+02,-1.478279222344572190e+02,-6.802340857745912217e+01,-2.570855261259930558e+01,-1.251532015171515013e+02,-1.529953646538524481e+01,-7.571662376779113401e+01,-1.068007211284339064e+02,9.484992027282714844e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.120000000000000000e+02
-1.522356676881208841e+02,-1.619119287967350829e+02,-7.464059965127944452e+01,-2.759054326644127286e+01,-1.362321819534881797e+02,-1.838181932208681246e+01,-7.951018919394755358e+01,-1.117756724064392984e+02,9.484992027282714844e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.130000000000000000e+02
-1.684328447103334838e+02,-1.770055446107271564e+02,-8.276866178296313592e+01,-2.734067894115469244e+01,-1.456560478995343146e+02,-1.726974312674974499e+01,-8.284327922729517013e+01,-1.161217073285788501e+02,9.484992027282714844e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.140000000000000000e+02
-1.836581394531704063e+02,-1.902417557282378766e+02,-9.153649733492056839e+01,-2.575929549664760998e+01,-1.561860761745529089e+02,-1.436461893287196290e+01,-8.595523588466221554e+01,-1.202515039793579490e+02,9.484992027282714844e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.150000000000000000e+02
