F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-3.637978807091712952e-11,-5.093170329928398132e-11,-3.637978807091712952e-11,-4.547473508864641190e-11,-6.275513442233204842e-11,-5.275069270282983780e-11,-4.365574568510055542e-11,-4.183675628155469894e-11,9.523238182067871094e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.260000000000000000e+02
-1.543820933178631094e+01,-1.011456475476825290e+01,-5.609162599087540002e+00,-9.697884957351561752e+00,-2.429749876410551224e+01,-1.127705212613727781e+01,-1.095534953610876983e+01,-7.354716311357151426e+00,9.523238182067871094e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.270000000000000000e+02
-3.067468120498324424e+01,-2.256483523227689147e+01,-1.343749445840512635e+01,-1.688166191156960849e+01,-4.408975534073942981e+01,-1.877128390793586732e+01,-2.251075409335226141e+01,-1.688749517604446737e+01,9.523238182067871094e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.280000000000000000e+02
-4.579583988897047675e+01,-3.740794420508609619e+01,-2.366245119687118859e+01,-2.119741139639700123e+01,-5.868777390927971283e+01,-2.247540076563564071e+01,-3.456433992734309868e+01,-2.867090651963917480e+01,9.523238182067871094e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.290000000000000000e+02
-6.101859069294368965e+01,-5.248944490897065407e+01,-3.433784500451474742e+01,-2.454156881756352959e+01,-7.127673321196289180e+01,-2.611931147925315599e+01,-4.621950214617118036e+01,-4.054922041632926266e+01,9.523238182067871094e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.300000000000000000e+02
-7.627008470036344079e+01,-6.569359086994791141e+01,-4.327180950068941456e+01,-2.908229601254970476e+01,-8.537889219431963284e+01,-3.344128093745348451e+01,-5.634944039374477143e+01,-5.002602478733115277e+01,9.523238182067871094e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.310000000000000000e+02
-9.109964605910499813e+01,-7.694799943139969400e+01,-4.996638034164061537e+01,-3.521593272962672927e+01,-1.015074083750205318e+02,-4.461826439736069005e+01,-6.429967567659787164e+01,-5.629219817183911800e+01,9.523238182067871094e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.320000000000000000e+02
-1.051646795373962959e+02,-8.799810168513977260e+01,-5.581140811011664482e+01,-4.139906783956757863e+01,-1.172666837791284706e+02,-5.633984957754546485e+01,-7.019703506491441658e+01,-6.058119049978631665e+01,9.523238182067871094e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.330000000000000000e+02
-1.187661001307869810e+02,-1.004504034042993226e+02,-6.253391293994809530e+01,-4.582604262750828639e+01,-1.303093803563097026e+02,-6.513938497074377665e+01,-7.476212218846012547e+01,-6.478054768874153524e+01,9.523238182067871094e+00,-3.824593424797058105e-01,7.649187743663787842e-02,2.340000000000000000e+02
-1.327131277471053181e+02,-1.143043660795237884e+02,-7.056352524614976574e+01,-4.816157405483863840e+01,-1.407404845323098925e+02,-7.043295079308518325e+01,-7.892127560977678513e+01,-6.984047206624927639e+01,9.484992027282714844e+00,-3.442134261131286621e-01,7.649187743663787842e-02,2.350000000000000000e+02
-1.474999429151503136e+02,-1.283669053754128981e+02,-7.884552180597074766e+01,-4.969920418491801684e+01,-1.505964676265721209e+02,-7.442266013835251215e+01,-8.351578050861826341e+01,-7.544558974105984817e+01,9.484992027282714844e+00,-3.442134261131286621e-01,7.649187743663787842e-02,2.360000000000000000e+02
-1.626193708022301507e+02,-1.417499558644385615e+02,-8.604686403113100823e+01,-5.202996170455480751e+01,-1.614435463687614174e+02,-7.948253176456273650e+01,-8.913723205352380319e+01,-8.094250197073324671e+01,9.484992027282714844e+00,-3.442134261131286621e-01,7.649187743663787842e-02,2.370000000000000000e+02
-1.768196798826083977e+02,-1.546379154521891905e+02,-9.182300518355623353e+01,-5.569689582059800159e+01,-1.729705560850625261e+02,-8.598238393933752377e+01,-9.598786503801147774e+01,-8.634857848856427154e+01,9.484992027282714844e+00,-3.442134261131286621e-01,7.649187743663787842e-02,2.380000000000000000e+02
-1.891583485027258575e+02,-1.676224104925631764e+02,-9.698979154074913822e+01,-6.007520193705295242e+01,-1.839291899848703906e+02,-9.254979550101597852e+01,-1.037845635969670184e+02,-9.243219471412339772e+01,9.484992027282714844e+00,-3.442134261131286621e-01,7.649187743663787842e-02,2.390000000000000000e+02
-1.998450197893862423e+02,-1.806529283930922247e+02,-1.026483585085725281e+02,-6.432602970344487403e+01,-1.939804065759853984e+02,-9.797329324370184622e+01,-1.118657891545753955e+02,-9.995456920688138780e+01,9.484992027282714844e+00,-3.442134261131286621e-01,7.649187743663787842e-02,2.400000000000000000e+02
-2.100304835178676512e+02,-1.929590954353434427e+02,-1.092286960888286558e+02,-6.827531772798101883e+01,-2.041787136747270779e+02,-1.024678303173041058e+02,-1.195601099794857873e+02,-1.089438652679646111e+02,9.484992027282714844e+00,-3.442134261131286621e-01,7.649187743663787842e-02,2.410000000000000000e+02
-2.207601005157112013e+02,-2.039877391523577899e+02,-1.162765943780641464e+02,-7.236672807785726036e+01,-2.156708643770853087e+02,-1.071814502680299483e+02,-1.265823534227920391e+02,-1.186564505176693274e+02,9.484992027282714844e+00,-3.442134261131286621e-01,7.649187743663787842e-02,2.420000000000000000e+02
-2.321536621189152356e+02,-2.141687691159950191e+02,-1.229940152566114193e+02,-7.690858142401521036e+01,-2.282781501453837336e+02,-1.128622772773433098e+02,-1.331168314669002939e+02,-1.281184061343783469e+02,9.484992027282714844e+00,-3.442134261131286621e-01,7.649187743663787842e-02,2.430000000000000000e+02
