F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-3.637978807091712952e-11,-3.547029336914420128e-11,-2.364686224609613419e-11,-4.001776687800884247e-11,-3.365130396559834480e-11,-7.275957614183425903e-11,-4.001776687800884247e-11,-1.818989403545856476e-11,9.484992027282714844e+00,-7.649186849594116211e-01,-1.376853704452514648e+00,2.260000000000000000e+02
-6.966319802705584152e+00,-5.039773887876435765e+00,-1.786387708149050013e+00,-6.752225150294179912e-01,-8.791208374116649793e+00,-8.491009415345615707e+00,8.765007821966719348e-01,1.438544282555085374e+00,9.484992027282714844e+00,-7.649186849594116211e-01,-1.376853704452514648e+00,2.270000000000000000e+02
-1.235037357447345130e+01,-1.079081337881416403e+01,-1.379514691247095470e+00,-2.746414704972266918e+00,-1.783543153587015695e+01,-1.822638170857953810e+01,1.163574742947275809e+00,1.723057504515963956e+00,9.484992027282714844e+00,-7.649186849594116211e-01,-1.376853704452514648e+00,2.280000000000000000e+02
-1.589574304974121333e+01,-1.760703241785449791e+01,1.455037999691739969e+00,-6.660385184656661295e+00,-2.703335441078525037e+01,-2.923930340162678476e+01,4.328823432997523923e-01,3.878732062121343915e-01,9.408499717712402344e+00,-7.649186849594116211e-01,-1.338607788085937500e+00,2.290000000000000000e+02
-1.878780160938640620e+01,-2.533387909533666971e+01,4.839558108453275054e+00,-1.171668818097168696e+01,-3.595520531880538329e+01,-4.036071174002972839e+01,-1.361859114625985967e+00,-2.026851576443732483e+00,9.408499717712402344e+00,-7.649186849594116211e-01,-1.338607788085937500e+00,2.300000000000000000e+02
-2.251797791643457458e+01,-3.341019662808685098e+01,6.511214497265427781e+00,-1.670865464659891586e+01,-4.421208751464655506e+01,-5.038246433921631251e+01,-3.771737907878559781e+00,-4.252443652652800665e+00,9.408499717712402344e+00,-7.649186849594116211e-01,-1.338607788085937500e+00,2.310000000000000000e+02
-2.763413458783088572e+01,-4.111832463458540587e+01,5.735121655120565265e+00,-2.081783310408263787e+01,-5.181924660750792100e+01,-5.916889967266070016e+01,-6.111958921484074381e+00,-5.087797358696661831e+00,9.408499717712402344e+00,-7.649186849594116211e-01,-1.338607788085937500e+00,2.320000000000000000e+02
-3.353540346253612370e+01,-4.786195115247301146e+01,3.681731555913756893e+00,-2.405714431640717521e+01,-5.920485827964785130e+01,-6.764811856260075729e+01,-8.004824058642952878e+00,-4.240608212347069639e+00,9.408499717712402344e+00,-7.649186849594116211e-01,-1.338607788085937500e+00,2.330000000000000000e+02
-3.937868091430027562e+01,-5.341618163393832219e+01,2.141893217148208350e+00,-2.704948964054710814e+01,-6.688514325518463011e+01,-7.683555948871162400e+01,-9.707476777929514355e+00,-2.598015574148121232e+00,9.408499717712402344e+00,-7.649186849594116211e-01,-1.338607788085937500e+00,2.340000000000000000e+02
-4.504304219166260737e+01,-5.809379926874680677e+01,2.006127749286861217e+00,-3.046595387244997255e+01,-7.510409929518027639e+01,-8.695943770613666857e+01,-1.179062170982342650e+01,-1.625587660342716845e+00,9.408499717712402344e+00,-7.649186849594116211e-01,-1.338607788085937500e+00,2.350000000000000000e+02
-5.111143995083511982e+01,-6.269726170489502692e+01,2.942785822194309731e+00,-3.458434193070024776e+01,-8.368988473691752006e+01,-9.746924220900109503e+01,-1.436660552277771785e+01,-2.251592430488926766e+00,9.408499717712402344e+00,-7.649186849594116211e-01,-1.338607788085937500e+00,2.360000000000000000e+02
