F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-2.819433575496077538e-11,-3.183231456205248833e-11,-3.819877747446298599e-11,-3.547029336914420128e-11,-4.911271389573812485e-11,-6.184563972055912018e-11,-2.910383045673370361e-11,-3.365130396559834480e-11,9.408499717712402344e+00,-8.031646609306335449e-01,-1.376853704452514648e+00,2.010000000000000000e+02
1.426615948857033800e+00,-8.370047674254237791e+00,1.316461592199993902e+01,3.381986309911553690e+00,9.922657424317549157e+00,2.088848249635702814e+00,1.091483371237245592e+01,6.900351521988341119e+00,9.408499717712402344e+00,-8.031646609306335449e-01,-1.376853704452514648e+00,2.020000000000000000e+02
-1.928069705233610875e+00,-1.782990176159091789e+01,2.044572671882269788e+01,1.402899702619833988e+00,9.741633884529619536e+00,-3.265297500101951300e+00,1.433945605853114103e+01,1.170934505755576538e+01,9.408499717712402344e+00,-8.031646609306335449e-01,-1.376853704452514648e+00,2.030000000000000000e+02
-1.035852519526724791e+01,-2.766545792301258189e+01,2.061952558657503687e+01,-6.231529631375451572e+00,-2.476753870682841807e+00,-1.717101318141703814e+01,9.242861154501952115e+00,1.336132878902390075e+01,9.408499717712402344e+00,-8.031646609306335449e-01,-1.376853704452514648e+00,2.040000000000000000e+02
-1.966584271051124233e+01,-3.557293498237777385e+01,1.732713674484148214e+01,-1.471121135133034841e+01,-2.009821929127338080e+01,-3.418192728839312622e+01,1.297313914111327904e+00,1.203129392379196361e+01,9.408499717712402344e+00,-8.031646609306335449e-01,-1.376853704452514648e+00,2.050000000000000000e+02
-2.549241560295376985e+01,-3.975403401093444700e+01,1.498563852733968815e+01,-1.894759445927138586e+01,-3.506031662704845075e+01,-4.801282285337038047e+01,-2.955008951748823165e+00,8.566463653268328926e+00,9.408499717712402344e+00,-8.031646609306335449e-01,-1.376853704452514648e+00,2.060000000000000000e+02
-2.752242855992153636e+01,-4.078531144665612374e+01,1.476216510359245149e+01,-1.825049678991126711e+01,-4.495451120075267681e+01,-5.717519868593535648e+01,-1.947389735953038326e+00,3.854208322270096687e+00,9.408499717712402344e+00,-8.031646609306335449e-01,-1.376853704452514648e+00,2.070000000000000000e+02
-2.947516417366932728e+01,-4.141617720797967195e+01,1.441396095352411066e+01,-1.639603737463039579e+01,-5.339201228237652685e+01,-6.520168809666483867e+01,5.352619429659171146e-01,-1.339105620844748046e+00,9.370253562927246094e+00,-8.031646609306335449e-01,-1.338607788085937500e+00,2.080000000000000000e+02
-3.525828850039852114e+01,-4.455646520547452383e+01,1.147391474059168104e+01,-1.759754546980457235e+01,-6.455084176202944946e+01,-7.609813200201188010e+01,-3.216758457438118057e-02,-6.220215108418415184e+00,9.370253562927246094e+00,-8.031646609306335449e-01,-1.338607788085937500e+00,2.090000000000000000e+02
-4.534030962667384301e+01,-5.138202123706923885e+01,6.004573401546622335e+00,-2.279459612416030723e+01,-7.845437932411914517e+01,-9.026892196443714056e+01,-4.546178778713510837e+00,-9.993495053259721317e+00,9.370253562927246094e+00,-8.031646609306335449e-01,-1.338607788085937500e+00,2.100000000000000000e+02
