F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-3.637978807091712952e-11,-3.819877747446298599e-11,-2.819433575496077538e-11,-4.911271389573812485e-11,-7.366907084360718727e-11,-6.457412382587790489e-11,-4.911271389573812485e-11,-4.638422979041934013e-11,9.523238182067871094e+00,-6.119350194931030273e-01,-3.442134261131286621e-01,2.010000000000000000e+02
-1.248252030217736319e+01,-1.214892014700217260e+01,-7.387058661720402597e+00,-9.075636011339156539e+00,-1.830580151299454883e+01,-1.916946951358386286e+01,-8.261856282386361272e+00,-1.033684909982184763e+01,9.523238182067871094e+00,-6.119350194931030273e-01,-3.442134261131286621e-01,2.020000000000000000e+02
-2.476789631837436900e+01,-2.552660042706884269e+01,-1.635824198772206728e+01,-1.999530831147239951e+01,-3.531119010817383241e+01,-3.534431972317361215e+01,-1.739427976329261583e+01,-2.079037650510235835e+01,9.523238182067871094e+00,-6.119350194931030273e-01,-3.442134261131286621e-01,2.030000000000000000e+02
-3.679758189639233024e+01,-4.028533993074597674e+01,-2.722473361102038325e+01,-3.313010839626349480e+01,-5.078589752398420387e+01,-4.795388398123941442e+01,-2.764938640240052337e+01,-3.114962772956096160e+01,9.523238182067871094e+00,-6.119350194931030273e-01,-3.442134261131286621e-01,2.040000000000000000e+02
-4.868596766700193257e+01,-5.540145731167012855e+01,-3.903442378165709670e+01,-4.724325274207149050e+01,-6.559923149781661778e+01,-5.899519292253171443e+01,-3.855015997186183085e+01,-4.101129564138682326e+01,9.523238182067871094e+00,-6.119350194931030273e-01,-3.442134261131286621e-01,2.050000000000000000e+02
-6.063165463991754223e+01,-6.956553679357512010e+01,-5.075513823734218022e+01,-6.072458052815272822e+01,-8.074358412610126834e+01,-7.094523585596380144e+01,-4.928963039395239321e+01,-5.024748161471325147e+01,9.523238182067871094e+00,-6.119350194931030273e-01,-3.442134261131286621e-01,2.060000000000000000e+02
-7.278106560892410926e+01,-8.215904584240615804e+01,-6.229245268274462433e+01,-7.295300310286165768e+01,-9.636830342178200226e+01,-8.464537144846053707e+01,-5.918521424549271615e+01,-5.923498954487149604e+01,9.523238182067871094e+00,-6.119350194931030273e-01,-3.442134261131286621e-01,2.070000000000000000e+02
-8.509889327498649436e+01,-9.348184263205712341e+01,-7.426685413397535740e+01,-8.455841552264519123e+01,-1.117323303283565110e+02,-9.910524742771031015e+01,-6.782573681005032995e+01,-6.851747887120836822e+01,9.370253562927246094e+00,-6.884268522262573242e-01,-4.207052886486053467e-01,2.080000000000000000e+02
-9.727645071234564966e+01,-1.042521109570443514e+02,-8.688832394969631423e+01,-9.653068692900887982e+01,-1.259726817730061157e+02,-1.130011339299944666e+02,-7.501532251143908070e+01,-7.823189067606381286e+01,9.370253562927246094e+00,-6.884268522262573242e-01,-4.207052886486053467e-01,2.090000000000000000e+02
-1.087268051459668641e+02,-1.150381733416061252e+02,-9.923757953052609082e+01,-1.091735342078009126e+02,-1.388251830706904002e+02,-1.260159091440300472e+02,-8.080693581852483476e+01,-8.792049340165704052e+01,9.370253562927246094e+00,-6.884268522262573242e-01,-4.207052886486053467e-01,2.100000000000000000e+02
