F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-3.137756721116602421e-11,-7.003109203651547432e-11,-4.547473508864641190e-11,-3.728928277269005775e-11,-6.275513442233204842e-11,-6.184563972055912018e-11,-3.456079866737127304e-11,-4.820321919396519661e-11,9.370253562927246094e+00,-6.884268522262573242e-01,-1.529837548732757568e-01,2.010000000000000000e+02
-6.642310357446876878e+01,-8.199050299938153330e+01,-6.159698322634721990e+01,-6.266720289614477224e+01,-6.823877731937136559e+01,-6.839037390366411273e+01,-4.938887557823636598e+01,-5.898688032689460670e+01,9.370253562927246094e+00,-6.884268522262573242e-01,-1.529837548732757568e-01,2.020000000000000000e+02
-1.310937317764032741e+02,-1.594135374082716226e+02,-1.167882408935884087e+02,-1.196133470671202303e+02,-1.420606327036321090e+02,-1.405285215909489125e+02,-9.441731048439396545e+01,-1.111812817907057251e+02,9.370253562927246094e+00,-6.884268522262573242e-01,-1.529837548732757568e-01,2.030000000000000000e+02
-1.922916839722183795e+02,-2.307503764682587644e+02,-1.642129647090105209e+02,-1.695900331028587971e+02,-2.217682859682208800e+02,-2.159499302018666640e+02,-1.346737282281528678e+02,-1.554933742955436173e+02,9.370253562927246094e+00,-6.884268522262573242e-01,-1.529837548732757568e-01,2.040000000000000000e+02
-2.485277097413004412e+02,-2.978384619445614589e+02,-2.078280152793513480e+02,-2.163938504624347843e+02,-3.023630442240237244e+02,-2.904037085512836711e+02,-1.738162517879172810e+02,-1.968498315380984423e+02,9.370253562927246094e+00,-6.884268522262573242e-01,-1.529837548732757568e-01,2.050000000000000000e+02
-2.990869413823161267e+02,-3.634681829237697457e+02,-2.524833373744195342e+02,-2.652192534705227445e+02,-3.785258590062248913e+02,-3.603799982270693363e+02,-2.158827400290292644e+02,-2.410972583382526864e+02,9.370253562927246094e+00,-6.884268522262573242e-01,-1.529837548732757568e-01,2.060000000000000000e+02
-3.448008743636796680e+02,-4.288620475836441983e+02,-2.994291886881092069e+02,-3.182308835781423113e+02,-4.493284728493299554e+02,-4.267110897019974800e+02,-2.615104883168960441e+02,-2.896679240007188127e+02,9.370253562927246094e+00,-6.884268522262573242e-01,-1.529837548732757568e-01,2.070000000000000000e+02
-3.883084289202247419e+02,-4.933686974426964298e+02,-3.460311877063550128e+02,-3.732298273398964739e+02,-5.181426649813274707e+02,-4.933936564337454911e+02,-3.076458815115483958e+02,-3.390457346873517963e+02,9.561484336853027344e+00,-6.884268522262573242e-01,-3.824593871831893921e-02,2.080000000000000000e+02
-4.330087136806960189e+02,-5.561113704416893597e+02,-3.893542572194828608e+02,-4.262128982662134149e+02,-5.885112838131744866e+02,-5.631440397509895774e+02,-3.506901131299700864e+02,-3.849992663137109048e+02,9.561484336853027344e+00,-6.884268522262573242e-01,-3.824593871831893921e-02,2.090000000000000000e+02
-4.809395191310586597e+02,-6.174304711921886337e+02,-4.294747919670694500e+02,-4.751527693267416907e+02,-6.606716992821793610e+02,-6.346394809550174614e+02,-3.897926801837693347e+02,-4.269512750103112921e+02,9.561484336853027344e+00,-6.884268522262573242e-01,-3.824593871831893921e-02,2.100000000000000000e+02
