F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-5.366018740460276604e-11,-6.639311322942376137e-11,-2.910383045673370361e-11,-4.820321919396519661e-11,-4.365574568510055542e-11,-3.637978807091712952e-11,-4.365574568510055542e-11,-3.274180926382541656e-11,9.484992027282714844e+00,-8.414105772972106934e-01,-8.031646609306335449e-01,1.760000000000000000e+02
-1.167803652271322790e+01,-1.598279940386419185e+01,-1.021369141274954018e+01,-1.297113074078242789e+01,-2.009530912146692572e+01,-2.183271352588963055e+01,-8.213279445604712237e+00,-9.530861445973641821e+00,9.484992027282714844e+00,-8.414105772972106934e-01,-8.031646609306335449e-01,1.770000000000000000e+02
-2.563037581216030958e+01,-3.117626293682315008e+01,-1.974499211247893982e+01,-2.322533296228539257e+01,-3.853354034243784554e+01,-4.160023319085848925e+01,-1.362230583248401672e+01,-1.618617733103837963e+01,9.484992027282714844e+00,-8.414105772972106934e-01,-8.031646609306335449e-01,1.780000000000000000e+02
-4.219940031485930376e+01,-4.517200839542329049e+01,-2.818370829914056230e+01,-2.987176593451385997e+01,-5.469051037740064203e+01,-5.826429967143303656e+01,-1.531858354614269047e+01,-1.914747652774622111e+01,9.484992027282714844e+00,-8.414105772972106934e-01,-8.031646609306335449e-01,1.790000000000000000e+02
-5.957177646432410256e+01,-5.814416804738266364e+01,-3.548411960083285521e+01,-3.429571263693560468e+01,-6.913413292408858979e+01,-7.223888818648083543e+01,-1.473011895839226781e+01,-2.001495462900402345e+01,9.484992027282714844e+00,-8.414105772972106934e-01,-8.031646609306335449e-01,1.800000000000000000e+02
-7.536409149881728808e+01,-7.074494277653320751e+01,-4.187944207162763632e+01,-3.899317099944619258e+01,-8.287046415021268331e+01,-8.499772252606453549e+01,-1.438919293385879428e+01,-2.128667392094848765e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.810000000000000000e+02
-8.849420097402889951e+01,-8.372456528646762308e+01,-4.776566315627587755e+01,-4.583281745740714541e+01,-9.648647649105714663e+01,-9.818981266337232228e+01,-1.615189582256152789e+01,-2.439026877773085289e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.820000000000000000e+02
-9.970223713251198205e+01,-9.747749949580884277e+01,-5.361976460808091360e+01,-5.507331844704549439e+01,-1.099586155104034333e+02,-1.128392899581258462e+02,-2.021998451622221182e+01,-2.893357046911569341e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.830000000000000000e+02
-1.104804601751256996e+02,-1.117937547459132475e+02,-5.986263006922672503e+01,-6.563859195281474967e+01,-1.231101445452322878e+02,-1.290631166016937641e+02,-2.541746893461822765e+01,-3.357484684519477014e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.840000000000000000e+02
-1.216276204396708636e+02,-1.259676459804968545e+02,-6.659770802890579944e+01,-7.609499231348399917e+01,-1.360463227121717864e+02,-1.463071959609778787e+02,-3.015456310691661201e+01,-3.744028416726087016e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.850000000000000000e+02
-1.327924512990202857e+02,-1.391653928407704370e+02,-7.338745803219444497e+01,-8.542218423379199521e+01,-1.490445445052864670e+02,-1.637545323878075578e+02,-3.325203994223556947e+01,-4.071069841322332650e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.860000000000000000e+02
-1.432212274549792710e+02,-1.507856797201175141e+02,-7.938965831660243566e+01,-9.317486657421977725e+01,-1.620995882596289448e+02,-1.806029134383888959e+02,-3.428929599828097707e+01,-4.402880706614541850e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.870000000000000000e+02
-1.527564249340548486e+02,-1.606278038247655786e+02,-8.391900146445277642e+01,-9.931249231548190437e+01,-1.747348788288500145e+02,-1.961809079086588099e+02,-3.362587148638067447e+01,-4.757187474754391587e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.880000000000000000e+02
-1.620624945193785607e+02,-1.688871895553211289e+02,-8.706659347564436757e+01,-1.041514230779293939e+02,-1.863953267856986713e+02,-2.100878658024157630e+02,-3.230991827721572918e+01,-5.086617484429734759e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.890000000000000000e+02
-1.719825508903641094e+02,-1.761165010303411691e+02,-8.982938846774140984e+01,-1.084934855165383851e+02,-1.970613014091240984e+02,-2.224306825382982424e+02,-3.182883094667340629e+01,-5.352155443282208580e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.900000000000000000e+02
-1.828022376603676094e+02,-1.831963209389959957e+02,-9.354967529615532840e+01,-1.135820586718464256e+02,-2.074428626561302735e+02,-2.339542833008163143e+02,-3.358321188514946698e+01,-5.605527910692853766e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.910000000000000000e+02
-1.941391489825136887e+02,-1.911781784854465513e+02,-9.905119239479245152e+01,-1.206043643474113196e+02,-2.185213682822932242e+02,-2.458006419785706385e+02,-3.821931612031949044e+01,-5.983275180101281876e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.920000000000000000e+02
-2.054227969299709002e+02,-2.008742279450889328e+02,-1.061257914064053693e+02,-1.299267767703604477e+02,-2.308088159798544439e+02,-2.588782940801647783e+02,-4.520890260004853189e+01,-6.600153076801234420e+01,9.523238182067871094e+00,-9.179025292396545410e-01,-7.649186849594116211e-01,1.930000000000000000e+02
