F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-4.820321919396519661e-11,-2.637534635141491890e-11,-3.274180926382541656e-11,-3.274180926382541656e-11,-3.183231456205248833e-11,-1.455191522836685181e-11,-3.728928277269005775e-11,-3.001332515850663185e-11,9.484992027282714844e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.010000000000000000e+02
-1.059700974485440383e+01,-7.952335049169960257e+00,-6.692466063642314111e+00,-7.673973444753755757e+00,-1.880151010080135165e+01,-1.646526631442975486e+01,-5.456497946249328379e+00,-9.237258274398300273e+00,9.484992027282714844e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.020000000000000000e+02
-2.029372661684283230e+01,-1.618215578528543119e+01,-1.197186727126700134e+01,-1.464517484935367975e+01,-3.388977486599833355e+01,-3.062333695206143602e+01,-9.001889519699034281e+00,-1.756813941106065613e+01,9.484992027282714844e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.030000000000000000e+02
-2.922324975310857553e+01,-2.469679256647486909e+01,-1.591688348309435241e+01,-2.065807598385526944e+01,-4.460641624871823296e+01,-4.190198348942340090e+01,-1.019047355885049910e+01,-2.492581413805146440e+01,9.484992027282714844e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.040000000000000000e+02
-3.844276811982490472e+01,-3.318189597897890053e+01,-1.986126839848111558e+01,-2.584471147529347945e+01,-5.340574079528414586e+01,-5.156647638986305537e+01,-9.965190830534993438e+00,-3.181867368589610123e+01,9.484992027282714844e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.050000000000000000e+02
-4.876499037213852716e+01,-4.121219070282768371e+01,-2.466580632553086616e+01,-3.026424787101586844e+01,-6.303718935061715456e+01,-6.123049506253119034e+01,-9.235232990311487811e+00,-3.825630518440357264e+01,9.484992027282714844e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.060000000000000000e+02
-5.978769186926547263e+01,-4.857962042837698391e+01,-2.948011158928875375e+01,-3.368989574643183005e+01,-7.389191114133609517e+01,-7.140459825472407829e+01,-7.836643066373653710e+00,-4.327936801873602235e+01,9.484992027282714844e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.070000000000000000e+02
-7.019608382808564784e+01,-5.550469693691593420e+01,-3.247434021118624514e+01,-3.601892099049109675e+01,-8.415339972633682919e+01,-8.150276267465142155e+01,-5.118036941747050150e+00,-4.590561255021020770e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.080000000000000000e+02
-7.908815114206845465e+01,-6.258802051255861443e+01,-3.287073573903489887e+01,-3.789687333603251318e+01,-9.230241892770482082e+01,-9.106509942109278199e+01,-1.472391522437646927e+00,-4.660269869074272719e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.090000000000000000e+02
-8.699270020161930006e+01,-7.053120958566705667e+01,-3.215331233155120572e+01,-4.076369503706155228e+01,-9.911579656142930617e+01,-1.006842014854319132e+02,1.033887678007886279e+00,-4.758137453333802114e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.100000000000000000e+02
-9.550469976303338626e+01,-7.977055511254093290e+01,-3.311408240742639464e+01,-4.599122890258058760e+01,-1.070324568958130840e+02,-1.115419451879106418e+02,-7.003122906735370634e-02,-5.125706438649467600e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.110000000000000000e+02
-1.058348637450353635e+02,-9.020270163792338280e+01,-3.759942894154482929e+01,-5.373563215347894584e+01,-1.177072037435445964e+02,-1.240813394271935977e+02,-5.518996706934558460e+00,-5.817265376482919237e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.120000000000000000e+02
-1.176482848828227361e+02,-1.011435382323024896e+02,-4.506414130491612013e+01,-6.255516514482133061e+01,-1.304193207527578124e+02,-1.372975513833443983e+02,-1.333112641491516115e+01,-6.639943840087926219e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.130000000000000000e+02
-1.292799217726087591e+02,-1.115732481050299612e+02,-5.314945590193110547e+01,-7.026771476761132362e+01,-1.429213419522575350e+02,-1.494656080991135241e+02,-1.999466825899980904e+01,-7.308352490337620111e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.140000000000000000e+02
-1.391076771628222559e+02,-1.206185669925453112e+02,-5.954680838955846411e+01,-7.546421481833658618e+01,-1.536687648236838868e+02,-1.596145840290373599e+02,-2.285591723513516627e+01,-7.676503613731983933e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.150000000000000000e+02
-1.468114982661836621e+02,-1.280571142153303299e+02,-6.340584649458924105e+01,-7.848955398372163472e+01,-1.630537538867274634e+02,-1.683053085838801053e+02,-2.175714141858134099e+01,-7.838454903609272151e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.160000000000000000e+02
-1.534631328746518193e+02,-1.345187260031361802e+02,-6.532351605893472879e+01,-8.112389327691107610e+01,-1.725436368015562039e+02,-1.770228156210250745e+02,-1.880135647939550836e+01,-8.019387334262319200e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.170000000000000000e+02
-1.605345686616083185e+02,-1.411447371939111690e+02,-6.640317182117451011e+01,-8.521953911112723290e+01,-1.828557320791614984e+02,-1.868392114413109084e+02,-1.671325165095731791e+01,-8.372005753412213380e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.180000000000000000e+02
-1.688280663504929180e+02,-1.488177463638212430e+02,-6.747530753541104787e+01,-9.133519527221415046e+01,-1.931414061010045771e+02,-1.975977727506442534e+02,-1.717802636052056187e+01,-8.863345243157800724e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.190000000000000000e+02
-1.781982316167968747e+02,-1.574767678222160612e+02,-6.898960772024111066e+01,-9.837096116052089201e+01,-2.018901793786471899e+02,-2.082189110503013580e+02,-2.018944334611933300e+01,-9.333680279141753999e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.200000000000000000e+02
-1.880560420703459386e+02,-1.660858479898624864e+02,-7.120620360486918798e+01,-1.044058957140332495e+02,-2.084604559928020535e+02,-2.176534929169320094e+02,-2.446566982514195843e+01,-9.647957081405274948e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.210000000000000000e+02
-1.979596162157904473e+02,-1.733762927903098898e+02,-7.420546967856898846e+01,-1.080933457643177462e+02,-2.137199995455957833e+02,-2.256201638128432023e+02,-2.838745528663639561e+01,-9.800840732594951987e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.220000000000000000e+02
-2.077224010946520139e+02,-1.788265477106697290e+02,-7.775196347571181832e+01,-1.096019504937867168e+02,-2.193549720831206287e+02,-2.326723032796753614e+02,-3.087358607513488096e+01,-9.906239639763407467e+01,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.230000000000000000e+02
-2.171243338183976448e+02,-1.830702216139216034e+02,-8.136967160181029612e+01,-1.104509102880401770e+02,-2.266732354913074232e+02,-2.397748415992546143e+02,-3.183677374596845766e+01,-1.010748749065814991e+02,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.240000000000000000e+02
-2.257366947084365165e+02,-1.873762892665790787e+02,-8.471764075434748520e+01,-1.124052800374356593e+02,-2.359350370035808737e+02,-2.477966157167147685e+02,-3.209879307406117732e+01,-1.049061497301663621e+02,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.250000000000000000e+02
-2.331708013708548606e+02,-1.926574676303207525e+02,-8.789590067831068154e+01,-1.162988887861947660e+02,-2.464924014502312275e+02,-2.571669952557203942e+02,-3.285208315104500798e+01,-1.105296719771431526e+02,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.260000000000000000e+02
-2.395186599879079949e+02,-1.989019418229227085e+02,-9.132479454416716180e+01,-1.216984458300557890e+02,-2.573307747422313696e+02,-2.677748906535734932e+02,-3.499673397923197626e+01,-1.172511582421002458e+02,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.270000000000000000e+02
-2.454846458538559091e+02,-2.054968784576249163e+02,-9.530069630182424589e+01,-1.275937860595076927e+02,-2.675337893693167644e+02,-2.791071547996325535e+02,-3.873529762269208732e+01,-1.241508188304705982e+02,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.280000000000000000e+02
-2.519842015941294449e+02,-2.120208816917747754e+02,-9.968828064046101645e+01,-1.334042070601308296e+02,-2.765386286586626738e+02,-2.905495149461476103e+02,-4.359727618610941136e+01,-1.304668218153929047e+02,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.290000000000000000e+02
-2.594972460379176482e+02,-2.186492515339004967e+02,-1.040361319671942510e+02,-1.393425951506942511e+02,-2.842413429569551226e+02,-3.016483093582301080e+02,-4.872855867990438128e+01,-1.357770285083715862e+02,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.300000000000000000e+02
-2.677163414430101511e+02,-2.257737963544468585e+02,-1.079195349299243389e+02,-1.458299614533748354e+02,-2.909300063600639987e+02,-3.121093843466542239e+02,-5.318279588950736070e+01,-1.399473994742393188e+02,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.310000000000000000e+02
-2.757843867572159979e+02,-2.333119799871692521e+02,-1.111426507566784494e+02,-1.526332139821233795e+02,-2.970212375921446437e+02,-3.215720270894207715e+02,-5.615134547638263030e+01,-1.429511906898078450e+02,9.561484336853027344e+00,-6.501809358596801758e-01,-4.589512646198272705e-01,2.320000000000000000e+02
