F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-7.457856554538011551e-11,-6.639311322942376137e-11,-4.274625098332762718e-11,-4.911271389573812485e-11,-6.275513442233204842e-11,-4.911271389573812485e-11,-3.637978807091712952e-11,-5.093170329928398132e-11,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.520000000000000000e+02
-2.481301225675815658e+01,-2.978160327351633896e+01,-2.016305980039032875e+01,-2.372379402168007800e+01,-3.431787037642334326e+01,-3.439612586177645426e+01,-2.260530838826525724e+01,-2.483856270347223472e+01,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.530000000000000000e+02
-4.977339673231472261e+01,-5.809807807591005258e+01,-3.846766837196901179e+01,-4.379697498186305893e+01,-6.565424879561487614e+01,-6.488199008453284478e+01,-4.162070109156047693e+01,-4.597238060958352435e+01,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.540000000000000000e+02
-7.500029354419166339e+01,-8.375888673374811333e+01,-5.394348863719551446e+01,-5.812683906260372169e+01,-9.234433397869543114e+01,-8.906432277994736069e+01,-5.554313071340948227e+01,-6.119200323626319005e+01,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.550000000000000000e+02
-1.004628178004568326e+02,-1.064471142936245087e+02,-6.691178114926151466e+01,-6.736198806392712868e+01,-1.147353269096411168e+02,-1.073127279303880641e+02,-6.577747930119130615e+01,-7.096428048172128911e+01,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.560000000000000000e+02
-1.258418709734396543e+02,-1.272886095630947239e+02,-7.871211277797101502e+01,-7.495661242391815904e+01,-1.349154295851894858e+02,-1.229848115447066448e+02,-7.569361057537207671e+01,-7.858550737955920340e+01,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.570000000000000000e+02
-1.505764724495347764e+02,-1.485934267558104693e+02,-9.093198170930645574e+01,-8.554936868071763456e+01,-1.555963350404581433e+02,-1.409494261765084957e+02,-8.851383049281957938e+01,-8.867161502822091279e+01,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.580000000000000000e+02
-1.741602936202452838e+02,-1.724983062976634756e+02,-1.045109509046515086e+02,-1.022134876422751404e+02,-1.786494136581995917e+02,-1.648188481209408565e+02,-1.053095773502418524e+02,-1.044013161560205845e+02,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.590000000000000000e+02
-1.964888159203983378e+02,-1.993743144976187978e+02,-1.191594670113081520e+02,-1.243826631696183540e+02,-2.040434409759500340e+02,-1.946491509502284316e+02,-1.243303927430151816e+02,-1.252481961275707363e+02,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.600000000000000000e+02
-2.179296799227868178e+02,-2.273586400320118628e+02,-1.334336050688489195e+02,-1.481463020500141283e+02,-2.298323278461093651e+02,-2.269293261627799438e+02,-1.420823996666431412e+02,-1.470674531854838278e+02,9.523238182067871094e+00,-7.649186849594116211e-01,-3.059675097465515137e-01,2.610000000000000000e+02
