F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-4.911271389573812485e-11,-5.456968210637569427e-11,-5.002220859751105309e-11,-4.183675628155469894e-11,-6.184563972055912018e-11,-4.911271389573812485e-11,-4.729372449219226837e-11,-4.001776687800884247e-11,9.484992027282714844e+00,-7.649186849594116211e-01,-6.119350194931030273e-01,2.010000000000000000e+02
-1.635672487072861259e+01,-1.882183825085667195e+01,-1.463505203364729823e+01,-1.866206870801033801e+01,-3.325174824721034383e+01,-3.200521001576089475e+01,-1.384862991892077844e+01,-1.580195294102486514e+01,9.484992027282714844e+00,-7.649186849594116211e-01,-6.119350194931030273e-01,2.020000000000000000e+02
-3.165448072695471637e+01,-3.650381490332256362e+01,-2.592497562283551815e+01,-3.458939207196817733e+01,-5.827368445644060557e+01,-5.765062714626401430e+01,-2.363443068640117417e+01,-2.812746877728386607e+01,9.484992027282714844e+00,-7.649186849594116211e-01,-6.119350194931030273e-01,2.030000000000000000e+02
-4.581766990679352602e+01,-5.265360436810260580e+01,-3.348926485307129042e+01,-4.710642245175858989e+01,-7.358423558537833742e+01,-7.572822716101291007e+01,-2.887915313730536582e+01,-3.616401989343103196e+01,9.484992027282714844e+00,-7.649186849594116211e-01,-6.119350194931030273e-01,2.040000000000000000e+02
-5.976700753482418804e+01,-6.776098430320416810e+01,-3.993897243930132390e+01,-5.775982847989598667e+01,-8.477132926714330097e+01,-9.050115260186612431e+01,-3.267242685541532410e+01,-4.197035569705622038e+01,9.484992027282714844e+00,-7.649186849594116211e-01,-6.119350194931030273e-01,2.050000000000000000e+02
-7.449316051134701411e+01,-8.271299603685292823e+01,-4.812719350773386395e+01,-6.859706306225598382e+01,-9.850157256666170724e+01,-1.071860777127003530e+02,-3.826572033581942378e+01,-4.821023363443055132e+01,9.484992027282714844e+00,-7.649186849594116211e-01,-6.119350194931030273e-01,2.060000000000000000e+02
-9.018541625360012404e+01,-9.823316592294668226e+01,-5.860785048633078986e+01,-8.038231239549713791e+01,-1.165188033931590326e+02,-1.272513001200150029e+02,-4.600695620594797219e+01,-5.578551283663546201e+01,9.484992027282714844e+00,-7.649186849594116211e-01,-6.119350194931030273e-01,2.070000000000000000e+02
-1.062804431448548712e+02,-1.146929981518169370e+02,-6.982442179596546339e+01,-9.243543577200307482e+01,-1.353616190476113843e+02,-1.479769398532880587e+02,-5.379025736176117789e+01,-6.364255634202163492e+01,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.080000000000000000e+02
-1.222709498845524649e+02,-1.322140930183122691e+02,-8.046768249326669320e+01,-1.039492385971589101e+02,-1.512343879258532979e+02,-1.661312181193097786e+02,-6.026702435368406441e+01,-7.066005234930707957e+01,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.090000000000000000e+02
-1.383374665383435058e+02,-1.506967589880578089e+02,-9.116912940184010949e+01,-1.151703246929564557e+02,-1.643920163125085310e+02,-1.816156280884661101e+02,-6.708765914524610707e+01,-7.742842211162133026e+01,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.100000000000000000e+02
-1.551165280100094606e+02,-1.696637037831360431e+02,-1.036545066188082274e+02,-1.271691250269122975e+02,-1.786209719914431844e+02,-1.974528729806552292e+02,-7.757250234028015257e+01,-8.600216485131659283e+01,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.110000000000000000e+02
-1.728929311550637067e+02,-1.882465444213203227e+02,-1.184310166431887410e+02,-1.405753395430638193e+02,-1.969741599303360999e+02,-2.165502025937385042e+02,-9.311419583455699467e+01,-9.789768972182810103e+01,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.120000000000000000e+02
-1.911211869231046876e+02,-2.056226469525345237e+02,-1.336772488031429020e+02,-1.547671456124708129e+02,-2.186125068616938734e+02,-2.388057800116548606e+02,-1.110926441292467644e+02,-1.124066537568605781e+02,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.130000000000000000e+02
-2.088220902442126317e+02,-2.216892741809042491e+02,-1.466466947787248500e+02,-1.684462154451030074e+02,-2.398800053089516950e+02,-2.613752446677244734e+02,-1.265801862993885152e+02,-1.269422794371657801e+02,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.140000000000000000e+02
-2.254877747948094111e+02,-2.373275644231925980e+02,-1.561878485970937618e+02,-1.809878807365048488e+02,-2.580478161809787707e+02,-2.814880369434167733e+02,-1.363275411235999854e+02,-1.391124665102042854e+02,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.150000000000000000e+02
-2.415884042522211530e+02,-2.538513597796918475e+02,-1.638404107673677572e+02,-1.931216118512047615e+02,-2.737022282443676886e+02,-2.988339209084861068e+02,-1.413327092010522392e+02,-1.486070226200399702e+02,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.160000000000000000e+02
-2.581763193389379012e+02,-2.719958717109520876e+02,-1.724912878251088841e+02,-2.062302263254514401e+02,-2.896946909768676051e+02,-3.153812687418321730e+02,-1.457771260474255541e+02,-1.572770958417659131e+02,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.170000000000000000e+02
-2.759377703051522985e+02,-2.912902409508769779e+02,-1.839593541933409142e+02,-2.209635020302539488e+02,-3.081902071632148363e+02,-3.331933615451152946e+02,-1.535202457691721065e+02,-1.674698957590217105e+02,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.180000000000000000e+02
-2.945145228449955539e+02,-3.103415513567179005e+02,-1.977104498408261861e+02,-2.364977410210849484e+02,-3.288176045094833171e+02,-3.525058915561075992e+02,-1.653214750717879724e+02,-1.801340036837864318e+02,9.484992027282714844e+00,-8.414105772972106934e-01,-5.354431271553039551e-01,2.190000000000000000e+02
