F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-6.730260793119668961e-11,-4.729372449219226837e-11,-4.911271389573812485e-11,-1.200533006340265274e-10,-1.164153218269348145e-10,-1.273292582482099533e-10,-2.273736754432320595e-11,-3.183231456205248833e-11,9.446745872497558594e+00,-7.266727685928344727e-01,-1.032640218734741211e+00,2.250000000000000000e+02
-3.875884930072879797e+01,-4.054259386164812895e+01,-1.266856728682432731e+01,4.749330723736056825e+01,3.314795664217308513e+01,9.015371237690123962e+01,-9.240332678000413580e+00,-1.570704264140567830e+01,9.446745872497558594e+00,-7.266727685928344727e-01,-1.032640218734741211e+00,2.260000000000000000e+02
-7.513122578602633439e+01,-7.809785264914262370e+01,-2.307989011942936486e+01,8.387279640343331266e+01,4.745153490835946286e+01,1.661653359015872411e+02,-2.001918075208050141e+01,-2.805075746931197500e+01,9.446745872497558594e+00,-7.266727685928344727e-01,-1.032640218734741211e+00,2.270000000000000000e+02
-1.085901391674051411e+02,-1.122035873316763173e+02,-3.111765381715395051e+01,1.076110904712986667e+02,4.026339685087805265e+01,2.255992964118522650e+02,-3.293033573732463992e+01,-3.686768145584483136e+01,9.446745872497558594e+00,-7.266727685928344727e-01,-1.032640218734741211e+00,2.280000000000000000e+02
-1.406820153056942218e+02,-1.449292308387512094e+02,-3.880599653162789764e+01,1.269663672482165566e+02,2.557709228313251515e+01,2.781420693106483668e+02,-4.738195828611424076e+01,-4.510786919846304954e+01,9.332008361816406250e+00,-6.884268522262573242e-01,-1.109132170677185059e+00,2.290000000000000000e+02
-1.735233337557310733e+02,-1.785318689591931616e+02,-4.826352884756306594e+01,1.511679483968327986e+02,1.924595719893113710e+01,3.350741624098845932e+02,-6.220020351680250315e+01,-5.572581999198155245e+01,9.332008361816406250e+00,-6.884268522262573242e-01,-1.109132170677185059e+00,2.300000000000000000e+02
-2.080592685442843504e+02,-2.133313343677455123e+02,-5.977303467651836399e+01,1.819570196399072302e+02,2.460679562001314480e+01,3.989578638680904987e+02,-7.651995324108975183e+01,-6.894278250821753318e+01,9.332008361816406250e+00,-6.884268522262573242e-01,-1.109132170677185059e+00,2.310000000000000000e+02
-2.435690458532708362e+02,-2.478890211718144201e+02,-7.181188034710066859e+01,2.136028969637845876e+02,3.225252985420229379e+01,4.633621114517845854e+02,-9.020880137388667208e+01,-8.260278019372799463e+01,9.332008361816406250e+00,-6.884268522262573242e-01,-1.109132170677185059e+00,2.320000000000000000e+02
-2.785435188870569618e+02,-2.809107577299118930e+02,-8.270979512801386591e+01,2.401190989346614515e+02,3.207675755572745402e+01,5.213000412306646467e+02,-1.035247904630377889e+02,-9.483710510072160105e+01,9.332008361816406250e+00,-6.884268522262573242e-01,-1.109132170677185059e+00,2.330000000000000000e+02
-3.118496965370131875e+02,-3.125366331370205444e+02,-9.204085426954679861e+01,2.613469116907435819e+02,2.371633099460996164e+01,5.725285715883837838e+02,-1.164332062399298593e+02,-1.058953734750939475e+02,9.332008361816406250e+00,-6.884268522262573242e-01,-1.109132170677185059e+00,2.340000000000000000e+02
