F3,F4,C3,C4,P3,P4,Cz,Pz,Accel_x,Accel_y,Accel_z,Sample
-1.728039933368563652e-11,-4.263256414560601115e-12,-1.455191522836685181e-11,-1.114131009671837091e-11,-3.183231456205248833e-11,-2.637534635141491890e-11,-4.001776687800884247e-11,-1.455191522836685181e-11,9.484992027282714844e+00,-8.031646609306335449e-01,3.824593871831893921e-02,2.260000000000000000e+02
-7.655442568899161415e+00,-4.929092433938876638e+00,-6.415453296341638634e+00,-3.881256427776634155e+00,-9.665136179448836629e+00,-6.841501099006563891e+00,-5.305090243031372665e+00,1.178490809721097321e+00,9.484992027282714844e+00,-8.031646609306335449e-01,3.824593871831893921e-02,2.270000000000000000e+02
-1.405604060209179806e+01,-6.711236727577102101e+00,-1.019308121249969190e+01,-8.178759569143494446e+00,-1.722345677183784574e+01,-1.424102184141474936e+01,-9.961420198965242889e+00,-4.351204305135070172e-01,9.484992027282714844e+00,-8.031646609306335449e-01,3.824593871831893921e-02,2.280000000000000000e+02
-1.842287348835134253e+01,-4.677830226786738876e+00,-1.065709399900379140e+01,-1.319301471998824127e+01,-2.215996139162007239e+01,-2.264621739801259537e+01,-1.372182295623133541e+01,-5.462877959203069622e+00,9.408499717712402344e+00,-8.031646609306335449e-01,7.649187743663787842e-02,2.290000000000000000e+02
-2.090487431239898797e+01,-1.046955659335026212e+00,-9.480984188984166394e+00,-1.901795423343423863e+01,-2.585565095066522190e+01,-3.219043784875475467e+01,-1.691572360881673376e+01,-1.229766691039822035e+01,9.408499717712402344e+00,-8.031646609306335449e-01,7.649187743663787842e-02,2.300000000000000000e+02
-2.275966302797814933e+01,9.494993228027510668e-01,-9.318333967788476002e+00,-2.549111528103503588e+01,-3.043113060053156005e+01,-4.246583162914384957e+01,-2.024193356650903297e+01,-1.899653891780189952e+01,9.408499717712402344e+00,-8.031646609306335449e-01,7.649187743663787842e-02,2.310000000000000000e+02
-2.589963426949952918e+01,-5.065724998042924199e-01,-1.193559653563715983e+01,-3.219091317789525419e+01,-3.718947859389891164e+01,-5.251570978167364956e+01,-2.427186842119954235e+01,-2.494253712743648066e+01,9.408499717712402344e+00,-8.031646609306335449e-01,7.649187743663787842e-02,2.320000000000000000e+02
-3.183712982733322860e+01,-4.802233916884858900e+00,-1.729890272129023288e+01,-3.850668671539665411e+01,-4.588535935343816163e+01,-6.119739891862855075e+01,-2.897939780395427078e+01,-3.062897258302700720e+01,9.408499717712402344e+00,-8.031646609306335449e-01,7.649187743663787842e-02,2.330000000000000000e+02
-4.063972810484892761e+01,-9.796167243800198321e+00,-2.402430586193531781e+01,-4.380378351408990056e+01,-5.518969672769662793e+01,-6.776271650790158674e+01,-3.369383933639528550e+01,-3.616265873853717494e+01,9.408499717712402344e+00,-8.031646609306335449e-01,7.649187743663787842e-02,2.340000000000000000e+02
-5.067988986740465407e+01,-1.353179418628053554e+01,-3.045475554183758504e+01,-4.767095837735882924e+01,-6.370527047221230532e+01,-7.227929030842915381e+01,-3.756167690773327195e+01,-4.048436547199798952e+01,9.408499717712402344e+00,-8.031646609306335449e-01,7.649187743663787842e-02,2.350000000000000000e+02
